n_bin,bin,bin_from,bin_to,bin_size,variable,ppt_djf,ppt_jja
7362,"(780.175,780.2]",780.175,780.2,0.025,ppt,7.544322897019993e-5,0
7363,"(780.275,780.3]",780.275,780.3,0.025,ppt,1.077760413859999e-4,0
7364,"(780.375,780.4]",780.375,780.4,0.025,ppt,1.4010885380179986e-4,0
7365,"(780.475,780.5]",780.475,780.5,0.025,ppt,5.388802069299995e-5,0
7366,"(780.5,780.525]",780.5,780.525,0.025,ppt,2.1555208277199977e-5,0
7367,"(780.575,780.6]",780.575,780.6,0.025,ppt,9.69984372473999e-5,0
7368,"(780.6,780.625]",780.6,780.625,0.025,ppt,1.0777604138599989e-5,0
7369,"(780.675,780.7]",780.675,780.7,0.025,ppt,8.622083310879991e-5,0
7370,"(780.775,780.8]",780.775,780.8,0.025,ppt,7.544322897019993e-5,0
7371,"(780.875,780.9]",780.875,780.9,0.025,ppt,1.077760413859999e-4,0
7372,"(780.975,781]",780.975,781,0.025,ppt,6.466562483159993e-5,0
7373,"(781,781.025]",781,781.025,0.025,ppt,1.0777604138599989e-5,0
7374,"(781.075,781.1]",781.075,781.1,0.025,ppt,7.544322897019993e-5,0
7375,"(781.175,781.2]",781.175,781.2,0.025,ppt,1.1855364552459988e-4,0
7376,"(781.275,781.3]",781.275,781.3,0.025,ppt,1.077760413859999e-4,0
7377,"(781.375,781.4]",781.375,781.4,0.025,ppt,6.466562483159993e-5,0
7378,"(781.475,781.5]",781.475,781.5,0.025,ppt,9.69984372473999e-5,0
7379,"(781.575,781.6]",781.575,781.6,0.025,ppt,8.622083310879991e-5,0
7380,"(781.6,781.625]",781.6,781.625,0.025,ppt,1.0777604138599989e-5,0
7381,"(781.675,781.7]",781.675,781.7,0.025,ppt,6.466562483159993e-5,0
7382,"(781.775,781.8]",781.775,781.8,0.025,ppt,9.69984372473999e-5,0
7383,"(781.875,781.9]",781.875,781.9,0.025,ppt,9.69984372473999e-5,0
7384,"(781.975,782]",781.975,782,0.025,ppt,1.077760413859999e-4,0
7385,"(782,782.025]",782,782.025,0.025,ppt,2.1555208277199977e-5,0
7386,"(782.075,782.1]",782.075,782.1,0.025,ppt,1.0777604138599989e-5,0
7387,"(782.1,782.125]",782.1,782.125,0.025,ppt,1.0777604138599989e-5,0
7388,"(782.175,782.2]",782.175,782.2,0.025,ppt,6.466562483159993e-5,0
7389,"(782.275,782.3]",782.275,782.3,0.025,ppt,1.077760413859999e-4,0
7390,"(782.375,782.4]",782.375,782.4,0.025,ppt,7.544322897019993e-5,0
7391,"(782.475,782.5]",782.475,782.5,0.025,ppt,5.388802069299995e-5,0
7392,"(782.5,782.525]",782.5,782.525,0.025,ppt,1.0777604138599989e-5,0
7393,"(782.575,782.6]",782.575,782.6,0.025,ppt,4.3110416554399954e-5,0
7394,"(782.6,782.625]",782.6,782.625,0.025,ppt,2.1555208277199977e-5,0
7395,"(782.675,782.7]",782.675,782.7,0.025,ppt,1.077760413859999e-4,0
7396,"(782.775,782.8]",782.775,782.8,0.025,ppt,1.1855364552459988e-4,0
7397,"(782.875,782.9]",782.875,782.9,0.025,ppt,8.622083310879991e-5,0
7398,"(782.975,783]",782.975,783,0.025,ppt,4.3110416554399954e-5,0
7399,"(783,783.025]",783,783.025,0.025,ppt,1.0777604138599989e-5,0
7400,"(783.075,783.1]",783.075,783.1,0.025,ppt,3.2332812415799966e-5,0
7401,"(783.1,783.125]",783.1,783.125,0.025,ppt,2.1555208277199977e-5,0
7402,"(783.175,783.2]",783.175,783.2,0.025,ppt,5.388802069299995e-5,0
7403,"(783.275,783.3]",783.275,783.3,0.025,ppt,9.69984372473999e-5,0
7404,"(783.375,783.4]",783.375,783.4,0.025,ppt,6.466562483159993e-5,0
7405,"(783.475,783.5]",783.475,783.5,0.025,ppt,8.622083310879991e-5,0
7406,"(783.5,783.525]",783.5,783.525,0.025,ppt,3.2332812415799966e-5,0
7407,"(783.575,783.6]",783.575,783.6,0.025,ppt,7.544322897019993e-5,0
7408,"(783.6,783.625]",783.6,783.625,0.025,ppt,2.1555208277199977e-5,0
7409,"(783.675,783.7]",783.675,783.7,0.025,ppt,5.388802069299995e-5,0
7410,"(783.775,783.8]",783.775,783.8,0.025,ppt,1.1855364552459988e-4,0
7411,"(783.875,783.9]",783.875,783.9,0.025,ppt,3.2332812415799966e-5,0
7412,"(783.975,784]",783.975,784,0.025,ppt,6.466562483159993e-5,0
7413,"(784.075,784.1]",784.075,784.1,0.025,ppt,1.077760413859999e-4,0
7414,"(784.1,784.125]",784.1,784.125,0.025,ppt,3.2332812415799966e-5,0
7415,"(784.175,784.2]",784.175,784.2,0.025,ppt,7.544322897019993e-5,0
7416,"(784.275,784.3]",784.275,784.3,0.025,ppt,7.544322897019993e-5,0
7417,"(784.375,784.4]",784.375,784.4,0.025,ppt,2.1555208277199977e-5,0
7418,"(784.475,784.5]",784.475,784.5,0.025,ppt,7.544322897019993e-5,0
7419,"(784.5,784.525]",784.5,784.525,0.025,ppt,5.388802069299995e-5,0
7420,"(784.575,784.6]",784.575,784.6,0.025,ppt,9.69984372473999e-5,0
7421,"(784.6,784.625]",784.6,784.625,0.025,ppt,1.0777604138599989e-5,0
7422,"(784.675,784.7]",784.675,784.7,0.025,ppt,5.388802069299995e-5,0
7423,"(784.775,784.8]",784.775,784.8,0.025,ppt,9.69984372473999e-5,0
7424,"(784.875,784.9]",784.875,784.9,0.025,ppt,7.544322897019993e-5,0
7425,"(784.975,785]",784.975,785,0.025,ppt,1.4010885380179986e-4,0
7426,"(785,785.025]",785,785.025,0.025,ppt,1.0777604138599989e-5,0
7427,"(785.075,785.1]",785.075,785.1,0.025,ppt,8.622083310879991e-5,0
7428,"(785.175,785.2]",785.175,785.2,0.025,ppt,1.1855364552459988e-4,0
7429,"(785.275,785.3]",785.275,785.3,0.025,ppt,8.622083310879991e-5,0
7430,"(785.375,785.4]",785.375,785.4,0.025,ppt,7.544322897019993e-5,0
7431,"(785.475,785.5]",785.475,785.5,0.025,ppt,3.2332812415799966e-5,0
7432,"(785.5,785.525]",785.5,785.525,0.025,ppt,2.1555208277199977e-5,0
7433,"(785.575,785.6]",785.575,785.6,0.025,ppt,7.544322897019993e-5,0
7434,"(785.6,785.625]",785.6,785.625,0.025,ppt,2.1555208277199977e-5,0
7435,"(785.675,785.7]",785.675,785.7,0.025,ppt,8.622083310879991e-5,0
7436,"(785.775,785.8]",785.775,785.8,0.025,ppt,6.466562483159993e-5,0
7437,"(785.875,785.9]",785.875,785.9,0.025,ppt,1.2933124966319986e-4,0
7438,"(785.975,786]",785.975,786,0.025,ppt,5.388802069299995e-5,0
7439,"(786,786.025]",786,786.025,0.025,ppt,1.0777604138599989e-5,0
7440,"(786.075,786.1]",786.075,786.1,0.025,ppt,3.2332812415799966e-5,0
7441,"(786.1,786.125]",786.1,786.125,0.025,ppt,1.0777604138599989e-5,0
7442,"(786.175,786.2]",786.175,786.2,0.025,ppt,6.466562483159993e-5,0
7443,"(786.275,786.3]",786.275,786.3,0.025,ppt,7.544322897019993e-5,0
7444,"(786.375,786.4]",786.375,786.4,0.025,ppt,1.077760413859999e-4,0
7445,"(786.475,786.5]",786.475,786.5,0.025,ppt,4.3110416554399954e-5,0
7446,"(786.5,786.525]",786.5,786.525,0.025,ppt,2.1555208277199977e-5,0
7447,"(786.575,786.6]",786.575,786.6,0.025,ppt,3.2332812415799966e-5,0
7448,"(786.6,786.625]",786.6,786.625,0.025,ppt,1.0777604138599989e-5,0
7449,"(786.675,786.7]",786.675,786.7,0.025,ppt,8.622083310879991e-5,0
7450,"(786.775,786.8]",786.775,786.8,0.025,ppt,9.69984372473999e-5,0
7451,"(786.875,786.9]",786.875,786.9,0.025,ppt,1.2933124966319986e-4,0
7452,"(786.975,787]",786.975,787,0.025,ppt,4.3110416554399954e-5,0
7453,"(787,787.025]",787,787.025,0.025,ppt,2.1555208277199977e-5,0
7454,"(787.075,787.1]",787.075,787.1,0.025,ppt,3.2332812415799966e-5,0
7455,"(787.1,787.125]",787.1,787.125,0.025,ppt,2.1555208277199977e-5,0
7456,"(787.175,787.2]",787.175,787.2,0.025,ppt,4.3110416554399954e-5,0
7457,"(787.275,787.3]",787.275,787.3,0.025,ppt,3.2332812415799966e-5,0
7458,"(787.375,787.4]",787.375,787.4,0.025,ppt,1.2933124966319986e-4,0
7459,"(787.475,787.5]",787.475,787.5,0.025,ppt,7.544322897019993e-5,0
7460,"(787.5,787.525]",787.5,787.525,0.025,ppt,1.0777604138599989e-5,0
7461,"(787.575,787.6]",787.575,787.6,0.025,ppt,7.544322897019993e-5,0
7462,"(787.6,787.625]",787.6,787.625,0.025,ppt,2.1555208277199977e-5,0
7463,"(787.675,787.7]",787.675,787.7,0.025,ppt,8.622083310879991e-5,0
7464,"(787.775,787.8]",787.775,787.8,0.025,ppt,5.388802069299995e-5,0
7465,"(787.875,787.9]",787.875,787.9,0.025,ppt,9.69984372473999e-5,0
7466,"(787.975,788]",787.975,788,0.025,ppt,5.388802069299995e-5,0
7467,"(788,788.025]",788,788.025,0.025,ppt,1.0777604138599989e-5,0
7468,"(788.075,788.1]",788.075,788.1,0.025,ppt,3.2332812415799966e-5,0
7469,"(788.1,788.125]",788.1,788.125,0.025,ppt,3.2332812415799966e-5,0
7470,"(788.175,788.2]",788.175,788.2,0.025,ppt,6.466562483159993e-5,0
7471,"(788.275,788.3]",788.275,788.3,0.025,ppt,3.2332812415799966e-5,0
7472,"(788.375,788.4]",788.375,788.4,0.025,ppt,8.622083310879991e-5,0
7473,"(788.475,788.5]",788.475,788.5,0.025,ppt,6.466562483159993e-5,0
7474,"(788.575,788.6]",788.575,788.6,0.025,ppt,6.466562483159993e-5,0
7475,"(788.6,788.625]",788.6,788.625,0.025,ppt,2.1555208277199977e-5,0
7476,"(788.675,788.7]",788.675,788.7,0.025,ppt,8.622083310879991e-5,0
7477,"(788.775,788.8]",788.775,788.8,0.025,ppt,1.1855364552459988e-4,0
7478,"(788.875,788.9]",788.875,788.9,0.025,ppt,8.622083310879991e-5,0
7479,"(788.975,789]",788.975,789,0.025,ppt,8.622083310879991e-5,0
7480,"(789,789.025]",789,789.025,0.025,ppt,1.0777604138599989e-5,0
7481,"(789.075,789.1]",789.075,789.1,0.025,ppt,4.3110416554399954e-5,0
7482,"(789.1,789.125]",789.1,789.125,0.025,ppt,2.1555208277199977e-5,0
7483,"(789.175,789.2]",789.175,789.2,0.025,ppt,3.2332812415799966e-5,0
7484,"(789.275,789.3]",789.275,789.3,0.025,ppt,1.7244166621759982e-4,0
7485,"(789.375,789.4]",789.375,789.4,0.025,ppt,1.4010885380179986e-4,0
7486,"(789.475,789.5]",789.475,789.5,0.025,ppt,7.544322897019993e-5,0
7487,"(789.575,789.6]",789.575,789.6,0.025,ppt,5.388802069299995e-5,0
7488,"(789.6,789.625]",789.6,789.625,0.025,ppt,3.2332812415799966e-5,0
7489,"(789.675,789.7]",789.675,789.7,0.025,ppt,9.69984372473999e-5,0
7490,"(789.775,789.8]",789.775,789.8,0.025,ppt,1.4010885380179986e-4,0
7491,"(789.875,789.9]",789.875,789.9,0.025,ppt,8.622083310879991e-5,0
7492,"(789.975,790]",789.975,790,0.025,ppt,6.466562483159993e-5,0
7493,"(790,790.025]",790,790.025,0.025,ppt,1.0777604138599989e-5,0
7494,"(790.075,790.1]",790.075,790.1,0.025,ppt,4.3110416554399954e-5,0
7495,"(790.1,790.125]",790.1,790.125,0.025,ppt,3.2332812415799966e-5,0
7496,"(790.175,790.2]",790.175,790.2,0.025,ppt,2.047744786333998e-4,0
7497,"(790.275,790.3]",790.275,790.3,0.025,ppt,9.69984372473999e-5,0
7498,"(790.375,790.4]",790.375,790.4,0.025,ppt,1.5088645794039985e-4,0
7499,"(790.475,790.5]",790.475,790.5,0.025,ppt,7.544322897019993e-5,0
7500,"(790.5,790.525]",790.5,790.525,0.025,ppt,1.0777604138599989e-5,0
7501,"(790.575,790.6]",790.575,790.6,0.025,ppt,4.3110416554399954e-5,0
7502,"(790.6,790.625]",790.6,790.625,0.025,ppt,5.388802069299995e-5,0
7503,"(790.675,790.7]",790.675,790.7,0.025,ppt,9.69984372473999e-5,0
7504,"(790.775,790.8]",790.775,790.8,0.025,ppt,3.2332812415799966e-5,0
7505,"(790.875,790.9]",790.875,790.9,0.025,ppt,8.622083310879991e-5,0
7506,"(790.975,791]",790.975,791,0.025,ppt,5.388802069299995e-5,0
7507,"(791,791.025]",791,791.025,0.025,ppt,1.0777604138599989e-5,0
7508,"(791.075,791.1]",791.075,791.1,0.025,ppt,7.544322897019993e-5,0
7509,"(791.1,791.125]",791.1,791.125,0.025,ppt,3.2332812415799966e-5,0
7510,"(791.175,791.2]",791.175,791.2,0.025,ppt,7.544322897019993e-5,0
7511,"(791.275,791.3]",791.275,791.3,0.025,ppt,9.69984372473999e-5,0
7512,"(791.375,791.4]",791.375,791.4,0.025,ppt,6.466562483159993e-5,0
7513,"(791.475,791.5]",791.475,791.5,0.025,ppt,5.388802069299995e-5,0
7514,"(791.5,791.525]",791.5,791.525,0.025,ppt,2.1555208277199977e-5,0
7515,"(791.575,791.6]",791.575,791.6,0.025,ppt,4.3110416554399954e-5,0
7516,"(791.6,791.625]",791.6,791.625,0.025,ppt,1.0777604138599989e-5,0
7517,"(791.675,791.7]",791.675,791.7,0.025,ppt,6.466562483159993e-5,0
7518,"(791.775,791.8]",791.775,791.8,0.025,ppt,2.1555208277199977e-5,0
7519,"(791.875,791.9]",791.875,791.9,0.025,ppt,3.2332812415799966e-5,0
7520,"(791.975,792]",791.975,792,0.025,ppt,3.2332812415799966e-5,0
7521,"(792,792.025]",792,792.025,0.025,ppt,1.0777604138599989e-5,0
7522,"(792.075,792.1]",792.075,792.1,0.025,ppt,1.1855364552459988e-4,0
7523,"(792.175,792.2]",792.175,792.2,0.025,ppt,5.388802069299995e-5,0
7524,"(792.275,792.3]",792.275,792.3,0.025,ppt,8.622083310879991e-5,0
7525,"(792.375,792.4]",792.375,792.4,0.025,ppt,1.077760413859999e-4,0
7526,"(792.475,792.5]",792.475,792.5,0.025,ppt,7.544322897019993e-5,0
7527,"(792.5,792.525]",792.5,792.525,0.025,ppt,3.2332812415799966e-5,0
7528,"(792.575,792.6]",792.575,792.6,0.025,ppt,2.1555208277199977e-5,0
7529,"(792.675,792.7]",792.675,792.7,0.025,ppt,5.388802069299995e-5,0
7530,"(792.775,792.8]",792.775,792.8,0.025,ppt,1.077760413859999e-4,0
7531,"(792.875,792.9]",792.875,792.9,0.025,ppt,7.544322897019993e-5,0
7532,"(792.975,793]",792.975,793,0.025,ppt,8.622083310879991e-5,0
7533,"(793,793.025]",793,793.025,0.025,ppt,1.0777604138599989e-5,0
7534,"(793.075,793.1]",793.075,793.1,0.025,ppt,6.466562483159993e-5,0
7535,"(793.1,793.125]",793.1,793.125,0.025,ppt,1.0777604138599989e-5,0
7536,"(793.175,793.2]",793.175,793.2,0.025,ppt,8.622083310879991e-5,0
7537,"(793.275,793.3]",793.275,793.3,0.025,ppt,5.388802069299995e-5,0
7538,"(793.375,793.4]",793.375,793.4,0.025,ppt,6.466562483159993e-5,0
7539,"(793.475,793.5]",793.475,793.5,0.025,ppt,7.544322897019993e-5,0
7540,"(793.5,793.525]",793.5,793.525,0.025,ppt,1.0777604138599989e-5,0
7541,"(793.575,793.6]",793.575,793.6,0.025,ppt,5.388802069299995e-5,0
7542,"(793.675,793.7]",793.675,793.7,0.025,ppt,2.1555208277199977e-5,0
7543,"(793.775,793.8]",793.775,793.8,0.025,ppt,8.622083310879991e-5,0
7544,"(793.875,793.9]",793.875,793.9,0.025,ppt,3.2332812415799966e-5,0
7545,"(793.975,794]",793.975,794,0.025,ppt,7.544322897019993e-5,0
7546,"(794.075,794.1]",794.075,794.1,0.025,ppt,7.544322897019993e-5,0
7547,"(794.1,794.125]",794.1,794.125,0.025,ppt,2.1555208277199977e-5,0
7548,"(794.175,794.2]",794.175,794.2,0.025,ppt,1.4010885380179986e-4,0
7549,"(794.275,794.3]",794.275,794.3,0.025,ppt,4.3110416554399954e-5,0
7550,"(794.375,794.4]",794.375,794.4,0.025,ppt,2.1555208277199977e-5,0
7551,"(794.475,794.5]",794.475,794.5,0.025,ppt,4.3110416554399954e-5,0
7552,"(794.5,794.525]",794.5,794.525,0.025,ppt,1.0777604138599989e-5,0
7553,"(794.575,794.6]",794.575,794.6,0.025,ppt,1.0777604138599989e-5,0
7554,"(794.6,794.625]",794.6,794.625,0.025,ppt,1.0777604138599989e-5,0
7555,"(794.675,794.7]",794.675,794.7,0.025,ppt,7.544322897019993e-5,0
7556,"(794.775,794.8]",794.775,794.8,0.025,ppt,1.1855364552459988e-4,0
7557,"(794.875,794.9]",794.875,794.9,0.025,ppt,9.69984372473999e-5,0
7558,"(794.975,795]",794.975,795,0.025,ppt,9.69984372473999e-5,0
7559,"(795,795.025]",795,795.025,0.025,ppt,2.1555208277199977e-5,0
7560,"(795.075,795.1]",795.075,795.1,0.025,ppt,7.544322897019993e-5,0
7561,"(795.175,795.2]",795.175,795.2,0.025,ppt,1.4010885380179986e-4,0
7562,"(795.275,795.3]",795.275,795.3,0.025,ppt,9.69984372473999e-5,0
7563,"(795.375,795.4]",795.375,795.4,0.025,ppt,4.3110416554399954e-5,0
7564,"(795.475,795.5]",795.475,795.5,0.025,ppt,5.388802069299995e-5,0
7565,"(795.5,795.525]",795.5,795.525,0.025,ppt,1.0777604138599989e-5,0
7566,"(795.575,795.6]",795.575,795.6,0.025,ppt,6.466562483159993e-5,0
7567,"(795.6,795.625]",795.6,795.625,0.025,ppt,1.0777604138599989e-5,0
7568,"(795.675,795.7]",795.675,795.7,0.025,ppt,8.622083310879991e-5,0
7569,"(795.775,795.8]",795.775,795.8,0.025,ppt,1.5088645794039985e-4,0
7570,"(795.875,795.9]",795.875,795.9,0.025,ppt,1.1855364552459988e-4,0
7571,"(795.975,796]",795.975,796,0.025,ppt,6.466562483159993e-5,0
7572,"(796,796.025]",796,796.025,0.025,ppt,2.1555208277199977e-5,0
7573,"(796.075,796.1]",796.075,796.1,0.025,ppt,3.2332812415799966e-5,0
7574,"(796.1,796.125]",796.1,796.125,0.025,ppt,2.1555208277199977e-5,0
7575,"(796.175,796.2]",796.175,796.2,0.025,ppt,5.388802069299995e-5,0
7576,"(796.275,796.3]",796.275,796.3,0.025,ppt,5.388802069299995e-5,0
7577,"(796.375,796.4]",796.375,796.4,0.025,ppt,5.388802069299995e-5,0
7578,"(796.475,796.5]",796.475,796.5,0.025,ppt,1.077760413859999e-4,0
7579,"(796.575,796.6]",796.575,796.6,0.025,ppt,7.544322897019993e-5,0
7580,"(796.6,796.625]",796.6,796.625,0.025,ppt,1.0777604138599989e-5,0
7581,"(796.675,796.7]",796.675,796.7,0.025,ppt,1.4010885380179986e-4,0
7582,"(796.775,796.8]",796.775,796.8,0.025,ppt,1.2933124966319986e-4,0
7583,"(796.875,796.9]",796.875,796.9,0.025,ppt,7.544322897019993e-5,0
7584,"(796.975,797]",796.975,797,0.025,ppt,6.466562483159993e-5,0
7585,"(797,797.025]",797,797.025,0.025,ppt,2.1555208277199977e-5,0
7586,"(797.075,797.1]",797.075,797.1,0.025,ppt,2.1555208277199977e-5,0
7587,"(797.175,797.2]",797.175,797.2,0.025,ppt,7.544322897019993e-5,0
7588,"(797.275,797.3]",797.275,797.3,0.025,ppt,6.466562483159993e-5,0
7589,"(797.375,797.4]",797.375,797.4,0.025,ppt,5.388802069299995e-5,0
7590,"(797.475,797.5]",797.475,797.5,0.025,ppt,5.388802069299995e-5,0
7591,"(797.575,797.6]",797.575,797.6,0.025,ppt,8.622083310879991e-5,0
7592,"(797.6,797.625]",797.6,797.625,0.025,ppt,1.0777604138599989e-5,0
7593,"(797.675,797.7]",797.675,797.7,0.025,ppt,1.2933124966319986e-4,0
7594,"(797.775,797.8]",797.775,797.8,0.025,ppt,6.466562483159993e-5,0
7595,"(797.875,797.9]",797.875,797.9,0.025,ppt,6.466562483159993e-5,0
7596,"(797.975,798]",797.975,798,0.025,ppt,6.466562483159993e-5,0
7597,"(798,798.025]",798,798.025,0.025,ppt,2.1555208277199977e-5,0
7598,"(798.075,798.1]",798.075,798.1,0.025,ppt,7.544322897019993e-5,0
7599,"(798.1,798.125]",798.1,798.125,0.025,ppt,1.0777604138599989e-5,0
7600,"(798.175,798.2]",798.175,798.2,0.025,ppt,1.077760413859999e-4,0
7601,"(798.275,798.3]",798.275,798.3,0.025,ppt,4.3110416554399954e-5,0
7602,"(798.375,798.4]",798.375,798.4,0.025,ppt,5.388802069299995e-5,0
7603,"(798.475,798.5]",798.475,798.5,0.025,ppt,4.3110416554399954e-5,0
7604,"(798.5,798.525]",798.5,798.525,0.025,ppt,1.0777604138599989e-5,0
7605,"(798.575,798.6]",798.575,798.6,0.025,ppt,4.3110416554399954e-5,0
7606,"(798.6,798.625]",798.6,798.625,0.025,ppt,2.1555208277199977e-5,0
7607,"(798.675,798.7]",798.675,798.7,0.025,ppt,7.544322897019993e-5,0
7608,"(798.775,798.8]",798.775,798.8,0.025,ppt,7.544322897019993e-5,0
7609,"(798.875,798.9]",798.875,798.9,0.025,ppt,1.0777604138599989e-5,0
7610,"(798.975,799]",798.975,799,0.025,ppt,1.1855364552459988e-4,0
7611,"(799,799.025]",799,799.025,0.025,ppt,3.2332812415799966e-5,0
7612,"(799.075,799.1]",799.075,799.1,0.025,ppt,1.077760413859999e-4,0
7613,"(799.1,799.125]",799.1,799.125,0.025,ppt,1.0777604138599989e-5,0
7614,"(799.175,799.2]",799.175,799.2,0.025,ppt,8.622083310879991e-5,0
7615,"(799.275,799.3]",799.275,799.3,0.025,ppt,5.388802069299995e-5,0
7616,"(799.375,799.4]",799.375,799.4,0.025,ppt,8.622083310879991e-5,0
7617,"(799.475,799.5]",799.475,799.5,0.025,ppt,3.2332812415799966e-5,0
7618,"(799.575,799.6]",799.575,799.6,0.025,ppt,3.2332812415799966e-5,0
7619,"(799.6,799.625]",799.6,799.625,0.025,ppt,2.1555208277199977e-5,0
7620,"(799.675,799.7]",799.675,799.7,0.025,ppt,3.2332812415799966e-5,0
7621,"(799.775,799.8]",799.775,799.8,0.025,ppt,7.544322897019993e-5,0
7622,"(799.875,799.9]",799.875,799.9,0.025,ppt,5.388802069299995e-5,0
7623,"(799.975,800]",799.975,800,0.025,ppt,6.466562483159993e-5,0
7624,"(800,800.025]",800,800.025,0.025,ppt,3.2332812415799966e-5,0
7625,"(800.075,800.1]",800.075,800.1,0.025,ppt,5.388802069299995e-5,0
7626,"(800.1,800.125]",800.1,800.125,0.025,ppt,2.1555208277199977e-5,0
7627,"(800.175,800.2]",800.175,800.2,0.025,ppt,9.69984372473999e-5,0
7628,"(800.275,800.3]",800.275,800.3,0.025,ppt,9.69984372473999e-5,0
7629,"(800.375,800.4]",800.375,800.4,0.025,ppt,7.544322897019993e-5,0
7630,"(800.475,800.5]",800.475,800.5,0.025,ppt,8.622083310879991e-5,0
7631,"(800.5,800.525]",800.5,800.525,0.025,ppt,1.0777604138599989e-5,0
7632,"(800.575,800.6]",800.575,800.6,0.025,ppt,9.69984372473999e-5,0
7633,"(800.675,800.7]",800.675,800.7,0.025,ppt,8.622083310879991e-5,0
7634,"(800.775,800.8]",800.775,800.8,0.025,ppt,7.544322897019993e-5,0
7635,"(800.875,800.9]",800.875,800.9,0.025,ppt,1.077760413859999e-4,0
7636,"(800.975,801]",800.975,801,0.025,ppt,8.622083310879991e-5,0
7637,"(801,801.025]",801,801.025,0.025,ppt,1.0777604138599989e-5,0
7638,"(801.075,801.1]",801.075,801.1,0.025,ppt,4.3110416554399954e-5,0
7639,"(801.1,801.125]",801.1,801.125,0.025,ppt,1.0777604138599989e-5,0
7640,"(801.175,801.2]",801.175,801.2,0.025,ppt,8.622083310879991e-5,0
7641,"(801.275,801.3]",801.275,801.3,0.025,ppt,6.466562483159993e-5,0
7642,"(801.375,801.4]",801.375,801.4,0.025,ppt,6.466562483159993e-5,0
7643,"(801.475,801.5]",801.475,801.5,0.025,ppt,5.388802069299995e-5,0
7644,"(801.575,801.6]",801.575,801.6,0.025,ppt,5.388802069299995e-5,0
7645,"(801.6,801.625]",801.6,801.625,0.025,ppt,2.1555208277199977e-5,0
7646,"(801.675,801.7]",801.675,801.7,0.025,ppt,7.544322897019993e-5,0
7647,"(801.775,801.8]",801.775,801.8,0.025,ppt,8.622083310879991e-5,0
7648,"(801.875,801.9]",801.875,801.9,0.025,ppt,8.622083310879991e-5,0
7649,"(801.975,802]",801.975,802,0.025,ppt,5.388802069299995e-5,0
7650,"(802,802.025]",802,802.025,0.025,ppt,1.0777604138599989e-5,0
7651,"(802.075,802.1]",802.075,802.1,0.025,ppt,2.1555208277199977e-5,0
7652,"(802.1,802.125]",802.1,802.125,0.025,ppt,3.2332812415799966e-5,0
7653,"(802.175,802.2]",802.175,802.2,0.025,ppt,9.69984372473999e-5,0
7654,"(802.275,802.3]",802.275,802.3,0.025,ppt,2.1555208277199977e-5,0
7655,"(802.375,802.4]",802.375,802.4,0.025,ppt,6.466562483159993e-5,0
7656,"(802.475,802.5]",802.475,802.5,0.025,ppt,1.077760413859999e-4,0
7657,"(802.5,802.525]",802.5,802.525,0.025,ppt,2.1555208277199977e-5,0
7658,"(802.575,802.6]",802.575,802.6,0.025,ppt,8.622083310879991e-5,0
7659,"(802.6,802.625]",802.6,802.625,0.025,ppt,1.0777604138599989e-5,0
7660,"(802.675,802.7]",802.675,802.7,0.025,ppt,4.3110416554399954e-5,0
7661,"(802.775,802.8]",802.775,802.8,0.025,ppt,1.6166406207899985e-4,0
7662,"(802.875,802.9]",802.875,802.9,0.025,ppt,7.544322897019993e-5,0
7663,"(802.975,803]",802.975,803,0.025,ppt,5.388802069299995e-5,0
7664,"(803,803.025]",803,803.025,0.025,ppt,2.1555208277199977e-5,0
7665,"(803.075,803.1]",803.075,803.1,0.025,ppt,4.3110416554399954e-5,0
7666,"(803.1,803.125]",803.1,803.125,0.025,ppt,4.3110416554399954e-5,0
7667,"(803.175,803.2]",803.175,803.2,0.025,ppt,3.2332812415799966e-5,0
7668,"(803.275,803.3]",803.275,803.3,0.025,ppt,1.2933124966319986e-4,0
7669,"(803.375,803.4]",803.375,803.4,0.025,ppt,4.3110416554399954e-5,0
7670,"(803.475,803.5]",803.475,803.5,0.025,ppt,5.388802069299995e-5,0
7671,"(803.5,803.525]",803.5,803.525,0.025,ppt,2.1555208277199977e-5,0
7672,"(803.575,803.6]",803.575,803.6,0.025,ppt,4.3110416554399954e-5,0
7673,"(803.6,803.625]",803.6,803.625,0.025,ppt,2.1555208277199977e-5,0
7674,"(803.675,803.7]",803.675,803.7,0.025,ppt,6.466562483159993e-5,0
7675,"(803.775,803.8]",803.775,803.8,0.025,ppt,7.544322897019993e-5,0
7676,"(803.875,803.9]",803.875,803.9,0.025,ppt,1.2933124966319986e-4,0
7677,"(803.975,804]",803.975,804,0.025,ppt,4.3110416554399954e-5,0
7678,"(804.075,804.1]",804.075,804.1,0.025,ppt,6.466562483159993e-5,0
7679,"(804.1,804.125]",804.1,804.125,0.025,ppt,2.1555208277199977e-5,0
7680,"(804.175,804.2]",804.175,804.2,0.025,ppt,4.3110416554399954e-5,0
7681,"(804.275,804.3]",804.275,804.3,0.025,ppt,8.622083310879991e-5,0
7682,"(804.375,804.4]",804.375,804.4,0.025,ppt,1.077760413859999e-4,0
7683,"(804.475,804.5]",804.475,804.5,0.025,ppt,2.1555208277199977e-5,0
7684,"(804.5,804.525]",804.5,804.525,0.025,ppt,2.1555208277199977e-5,0
7685,"(804.575,804.6]",804.575,804.6,0.025,ppt,6.466562483159993e-5,0
7686,"(804.6,804.625]",804.6,804.625,0.025,ppt,2.1555208277199977e-5,0
