n_bin,bin,bin_from,bin_to,bin_size,variable,ppt_djf,ppt_jja,variable_metric,metric
4725,"(581.075,581.1]",581.075,581.1,0.025,ppt,3.341057282965997e-4,0,ppt_djf,djf
4726,"(581.175,581.2]",581.175,581.2,0.025,ppt,2.802177076035997e-4,0,ppt_djf,djf
4727,"(581.275,581.3]",581.275,581.3,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
4728,"(581.375,581.4]",581.375,581.4,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4729,"(581.4,581.425]",581.4,581.425,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
4730,"(581.475,581.5]",581.475,581.5,0.025,ppt,2.802177076035997e-4,0,ppt_djf,djf
4731,"(581.575,581.6]",581.575,581.6,0.025,ppt,3.125505200193997e-4,0,ppt_djf,djf
4732,"(581.675,581.7]",581.675,581.7,0.025,ppt,2.909953117421997e-4,0,ppt_djf,djf
4733,"(581.775,581.8]",581.775,581.8,0.025,ppt,2.909953117421997e-4,0,ppt_djf,djf
4734,"(581.875,581.9]",581.875,581.9,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4735,"(581.9,581.925]",581.9,581.925,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4736,"(581.975,582]",581.975,582,0.025,ppt,2.909953117421997e-4,0,ppt_djf,djf
4737,"(582.075,582.1]",582.075,582.1,0.025,ppt,3.233281241579997e-4,0,ppt_djf,djf
4738,"(582.175,582.2]",582.175,582.2,0.025,ppt,2.694401034649997e-4,0,ppt_djf,djf
4739,"(582.275,582.3]",582.275,582.3,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4740,"(582.375,582.4]",582.375,582.4,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4741,"(582.4,582.425]",582.4,582.425,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4742,"(582.475,582.5]",582.475,582.5,0.025,ppt,3.987713531281996e-4,0,ppt_djf,djf
4743,"(582.575,582.6]",582.575,582.6,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
4744,"(582.675,582.7]",582.675,582.7,0.025,ppt,2.586624993263997e-4,0,ppt_djf,djf
4745,"(582.775,582.8]",582.775,582.8,0.025,ppt,2.694401034649997e-4,0,ppt_djf,djf
4746,"(582.875,582.9]",582.875,582.9,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4747,"(582.9,582.925]",582.9,582.925,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4748,"(582.975,583]",582.975,583,0.025,ppt,2.586624993263997e-4,0,ppt_djf,djf
4749,"(583.075,583.1]",583.075,583.1,0.025,ppt,3.125505200193997e-4,0,ppt_djf,djf
4750,"(583.175,583.2]",583.175,583.2,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
4751,"(583.275,583.3]",583.275,583.3,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4752,"(583.375,583.4]",583.375,583.4,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4753,"(583.4,583.425]",583.4,583.425,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4754,"(583.475,583.5]",583.475,583.5,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4755,"(583.575,583.6]",583.575,583.6,0.025,ppt,2.694401034649997e-4,0,ppt_djf,djf
4756,"(583.675,583.7]",583.675,583.7,0.025,ppt,3.879937489895996e-4,0,ppt_djf,djf
4757,"(583.775,583.8]",583.775,583.8,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
4758,"(583.875,583.9]",583.875,583.9,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4759,"(583.9,583.925]",583.9,583.925,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4760,"(583.975,584]",583.975,584,0.025,ppt,2.586624993263997e-4,0,ppt_djf,djf
4761,"(584.075,584.1]",584.075,584.1,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4762,"(584.175,584.2]",584.175,584.2,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4763,"(584.275,584.3]",584.275,584.3,0.025,ppt,2.694401034649997e-4,0,ppt_djf,djf
4764,"(584.375,584.4]",584.375,584.4,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4765,"(584.4,584.425]",584.4,584.425,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4766,"(584.475,584.5]",584.475,584.5,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4767,"(584.575,584.6]",584.575,584.6,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
4768,"(584.675,584.7]",584.675,584.7,0.025,ppt,2.802177076035997e-4,0,ppt_djf,djf
4769,"(584.775,584.8]",584.775,584.8,0.025,ppt,2.802177076035997e-4,0,ppt_djf,djf
4770,"(584.875,584.9]",584.875,584.9,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4771,"(584.9,584.925]",584.9,584.925,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4772,"(584.975,585]",584.975,585,0.025,ppt,3.233281241579997e-4,0,ppt_djf,djf
4773,"(585.075,585.1]",585.075,585.1,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
4774,"(585.175,585.2]",585.175,585.2,0.025,ppt,2.909953117421997e-4,0,ppt_djf,djf
4775,"(585.275,585.3]",585.275,585.3,0.025,ppt,3.125505200193997e-4,0,ppt_djf,djf
4776,"(585.375,585.4]",585.375,585.4,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4777,"(585.4,585.425]",585.4,585.425,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4778,"(585.475,585.5]",585.475,585.5,0.025,ppt,3.5566093657379963e-4,0,ppt_djf,djf
4779,"(585.575,585.6]",585.575,585.6,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4780,"(585.675,585.7]",585.675,585.7,0.025,ppt,2.909953117421997e-4,0,ppt_djf,djf
4781,"(585.775,585.8]",585.775,585.8,0.025,ppt,2.802177076035997e-4,0,ppt_djf,djf
4782,"(585.875,585.9]",585.875,585.9,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4783,"(585.9,585.925]",585.9,585.925,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4784,"(585.975,586]",585.975,586,0.025,ppt,3.5566093657379963e-4,0,ppt_djf,djf
4785,"(586.075,586.1]",586.075,586.1,0.025,ppt,3.125505200193997e-4,0,ppt_djf,djf
4786,"(586.175,586.2]",586.175,586.2,0.025,ppt,2.586624993263997e-4,0,ppt_djf,djf
4787,"(586.275,586.3]",586.275,586.3,0.025,ppt,3.233281241579997e-4,0,ppt_djf,djf
4788,"(586.375,586.4]",586.375,586.4,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
4789,"(586.4,586.425]",586.4,586.425,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4790,"(586.475,586.5]",586.475,586.5,0.025,ppt,2.909953117421997e-4,0,ppt_djf,djf
4791,"(586.575,586.6]",586.575,586.6,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
4792,"(586.675,586.7]",586.675,586.7,0.025,ppt,2.802177076035997e-4,0,ppt_djf,djf
4793,"(586.775,586.8]",586.775,586.8,0.025,ppt,3.233281241579997e-4,0,ppt_djf,djf
4794,"(586.875,586.9]",586.875,586.9,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
4795,"(586.9,586.925]",586.9,586.925,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4796,"(586.975,587]",586.975,587,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4797,"(587.075,587.1]",587.075,587.1,0.025,ppt,2.694401034649997e-4,0,ppt_djf,djf
4798,"(587.175,587.2]",587.175,587.2,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
4799,"(587.275,587.3]",587.275,587.3,0.025,ppt,3.017729158807997e-4,0,ppt_djf,djf
4800,"(587.375,587.4]",587.375,587.4,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4801,"(587.4,587.425]",587.4,587.425,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4802,"(587.475,587.5]",587.475,587.5,0.025,ppt,2.909953117421997e-4,0,ppt_djf,djf
4803,"(587.575,587.6]",587.575,587.6,0.025,ppt,2.909953117421997e-4,0,ppt_djf,djf
4804,"(587.675,587.7]",587.675,587.7,0.025,ppt,3.5566093657379963e-4,0,ppt_djf,djf
4805,"(587.775,587.8]",587.775,587.8,0.025,ppt,3.017729158807997e-4,0,ppt_djf,djf
4806,"(587.875,587.9]",587.875,587.9,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4807,"(587.9,587.925]",587.9,587.925,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4808,"(587.975,588]",587.975,588,0.025,ppt,2.694401034649997e-4,0,ppt_djf,djf
4809,"(588.075,588.1]",588.075,588.1,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4810,"(588.175,588.2]",588.175,588.2,0.025,ppt,2.909953117421997e-4,0,ppt_djf,djf
4811,"(588.275,588.3]",588.275,588.3,0.025,ppt,2.802177076035997e-4,0,ppt_djf,djf
4812,"(588.375,588.4]",588.375,588.4,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4813,"(588.4,588.425]",588.4,588.425,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4814,"(588.475,588.5]",588.475,588.5,0.025,ppt,2.694401034649997e-4,0,ppt_djf,djf
4815,"(588.575,588.6]",588.575,588.6,0.025,ppt,2.802177076035997e-4,0,ppt_djf,djf
4816,"(588.675,588.7]",588.675,588.7,0.025,ppt,2.586624993263997e-4,0,ppt_djf,djf
4817,"(588.775,588.8]",588.775,588.8,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4818,"(588.875,588.9]",588.875,588.9,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4819,"(588.9,588.925]",588.9,588.925,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4820,"(588.975,589]",588.975,589,0.025,ppt,2.694401034649997e-4,0,ppt_djf,djf
4821,"(589.075,589.1]",589.075,589.1,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4822,"(589.175,589.2]",589.175,589.2,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4823,"(589.275,589.3]",589.275,589.3,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
4824,"(589.375,589.4]",589.375,589.4,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
4825,"(589.4,589.425]",589.4,589.425,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4826,"(589.475,589.5]",589.475,589.5,0.025,ppt,3.125505200193997e-4,0,ppt_djf,djf
4827,"(589.575,589.6]",589.575,589.6,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
4828,"(589.675,589.7]",589.675,589.7,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4829,"(589.775,589.8]",589.775,589.8,0.025,ppt,3.233281241579997e-4,0,ppt_djf,djf
4830,"(589.875,589.9]",589.875,589.9,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4831,"(589.9,589.925]",589.9,589.925,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4832,"(589.975,590]",589.975,590,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
4833,"(590.075,590.1]",590.075,590.1,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4834,"(590.175,590.2]",590.175,590.2,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4835,"(590.275,590.3]",590.275,590.3,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
4836,"(590.375,590.4]",590.375,590.4,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4837,"(590.4,590.425]",590.4,590.425,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
4838,"(590.475,590.5]",590.475,590.5,0.025,ppt,2.909953117421997e-4,0,ppt_djf,djf
4839,"(590.575,590.6]",590.575,590.6,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
4840,"(590.675,590.7]",590.675,590.7,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4841,"(590.775,590.8]",590.775,590.8,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
4842,"(590.875,590.9]",590.875,590.9,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
4843,"(590.9,590.925]",590.9,590.925,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4844,"(590.975,591]",590.975,591,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4845,"(591.075,591.1]",591.075,591.1,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
4846,"(591.175,591.2]",591.175,591.2,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4847,"(591.275,591.3]",591.275,591.3,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4848,"(591.375,591.4]",591.375,591.4,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4849,"(591.4,591.425]",591.4,591.425,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
4850,"(591.475,591.5]",591.475,591.5,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4851,"(591.575,591.6]",591.575,591.6,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
4852,"(591.675,591.7]",591.675,591.7,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
4853,"(591.775,591.8]",591.775,591.8,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4854,"(591.875,591.9]",591.875,591.9,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4855,"(591.9,591.925]",591.9,591.925,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4856,"(591.975,592]",591.975,592,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4857,"(592.075,592.1]",592.075,592.1,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4858,"(592.175,592.2]",592.175,592.2,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4859,"(592.275,592.3]",592.275,592.3,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4860,"(592.375,592.4]",592.375,592.4,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4861,"(592.4,592.425]",592.4,592.425,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4862,"(592.475,592.5]",592.475,592.5,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4863,"(592.575,592.6]",592.575,592.6,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
4864,"(592.675,592.7]",592.675,592.7,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
4865,"(592.775,592.8]",592.775,592.8,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4866,"(592.875,592.9]",592.875,592.9,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4867,"(592.9,592.925]",592.9,592.925,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4868,"(592.975,593]",592.975,593,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4869,"(593.075,593.1]",593.075,593.1,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4870,"(593.175,593.2]",593.175,593.2,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4871,"(593.275,593.3]",593.275,593.3,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4872,"(593.375,593.4]",593.375,593.4,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4873,"(593.4,593.425]",593.4,593.425,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
4874,"(593.475,593.5]",593.475,593.5,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4875,"(593.575,593.6]",593.575,593.6,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4876,"(593.675,593.7]",593.675,593.7,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4877,"(593.775,593.8]",593.775,593.8,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4878,"(593.875,593.9]",593.875,593.9,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
4879,"(593.9,593.925]",593.9,593.925,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
4880,"(593.975,594]",593.975,594,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4881,"(594.075,594.1]",594.075,594.1,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4882,"(594.175,594.2]",594.175,594.2,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4883,"(594.275,594.3]",594.275,594.3,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4884,"(594.375,594.4]",594.375,594.4,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4885,"(594.4,594.425]",594.4,594.425,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4886,"(594.475,594.5]",594.475,594.5,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4887,"(594.575,594.6]",594.575,594.6,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4888,"(594.675,594.7]",594.675,594.7,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
4889,"(594.775,594.8]",594.775,594.8,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4890,"(594.875,594.9]",594.875,594.9,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4891,"(594.9,594.925]",594.9,594.925,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
4892,"(594.975,595]",594.975,595,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4893,"(595.075,595.1]",595.075,595.1,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4894,"(595.175,595.2]",595.175,595.2,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4895,"(595.275,595.3]",595.275,595.3,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4896,"(595.375,595.4]",595.375,595.4,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4897,"(595.4,595.425]",595.4,595.425,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
4898,"(595.475,595.5]",595.475,595.5,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
4899,"(595.575,595.6]",595.575,595.6,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4900,"(595.675,595.7]",595.675,595.7,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4901,"(595.775,595.8]",595.775,595.8,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4902,"(595.875,595.9]",595.875,595.9,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4903,"(595.9,595.925]",595.9,595.925,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4904,"(595.975,596]",595.975,596,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4905,"(596.075,596.1]",596.075,596.1,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4906,"(596.175,596.2]",596.175,596.2,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4907,"(596.275,596.3]",596.275,596.3,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4908,"(596.375,596.4]",596.375,596.4,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4909,"(596.4,596.425]",596.4,596.425,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
4910,"(596.475,596.5]",596.475,596.5,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4911,"(596.575,596.6]",596.575,596.6,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4912,"(596.675,596.7]",596.675,596.7,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4913,"(596.775,596.8]",596.775,596.8,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4914,"(596.875,596.9]",596.875,596.9,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
4915,"(596.9,596.925]",596.9,596.925,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
4916,"(596.975,597]",596.975,597,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4917,"(597.075,597.1]",597.075,597.1,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4918,"(597.175,597.2]",597.175,597.2,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4919,"(597.275,597.3]",597.275,597.3,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4920,"(597.375,597.4]",597.375,597.4,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
4921,"(597.4,597.425]",597.4,597.425,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4922,"(597.475,597.5]",597.475,597.5,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4923,"(597.575,597.6]",597.575,597.6,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4924,"(597.675,597.7]",597.675,597.7,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4925,"(597.775,597.8]",597.775,597.8,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4926,"(597.875,597.9]",597.875,597.9,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4927,"(597.9,597.925]",597.9,597.925,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
4928,"(597.975,598]",597.975,598,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4929,"(598.075,598.1]",598.075,598.1,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4930,"(598.175,598.2]",598.175,598.2,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4931,"(598.275,598.3]",598.275,598.3,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
4932,"(598.375,598.4]",598.375,598.4,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4933,"(598.4,598.425]",598.4,598.425,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4934,"(598.475,598.5]",598.475,598.5,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
4935,"(598.575,598.6]",598.575,598.6,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4936,"(598.675,598.7]",598.675,598.7,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4937,"(598.775,598.8]",598.775,598.8,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4938,"(598.875,598.9]",598.875,598.9,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
4939,"(598.9,598.925]",598.9,598.925,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
4940,"(598.975,599]",598.975,599,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
4941,"(599.075,599.1]",599.075,599.1,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4942,"(599.175,599.2]",599.175,599.2,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4943,"(599.275,599.3]",599.275,599.3,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4944,"(599.375,599.4]",599.375,599.4,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
4945,"(599.4,599.425]",599.4,599.425,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
4946,"(599.475,599.5]",599.475,599.5,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4947,"(599.575,599.6]",599.575,599.6,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4948,"(599.675,599.7]",599.675,599.7,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4949,"(599.775,599.8]",599.775,599.8,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4950,"(599.875,599.9]",599.875,599.9,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
4951,"(599.9,599.925]",599.9,599.925,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
4952,"(599.975,600]",599.975,600,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4953,"(600.075,600.1]",600.075,600.1,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4954,"(600.175,600.2]",600.175,600.2,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4955,"(600.275,600.3]",600.275,600.3,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4956,"(600.375,600.4]",600.375,600.4,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4957,"(600.4,600.425]",600.4,600.425,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4958,"(600.475,600.5]",600.475,600.5,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4959,"(600.575,600.6]",600.575,600.6,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4960,"(600.675,600.7]",600.675,600.7,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4961,"(600.775,600.8]",600.775,600.8,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4962,"(600.875,600.9]",600.875,600.9,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
4963,"(600.9,600.925]",600.9,600.925,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
4964,"(600.975,601]",600.975,601,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
4965,"(601.075,601.1]",601.075,601.1,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4966,"(601.175,601.2]",601.175,601.2,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
4967,"(601.275,601.3]",601.275,601.3,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4968,"(601.375,601.4]",601.375,601.4,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4969,"(601.4,601.425]",601.4,601.425,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
4970,"(601.475,601.5]",601.475,601.5,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4971,"(601.575,601.6]",601.575,601.6,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4972,"(601.675,601.7]",601.675,601.7,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4973,"(601.775,601.8]",601.775,601.8,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4974,"(601.875,601.9]",601.875,601.9,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4975,"(601.9,601.925]",601.9,601.925,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
4976,"(601.975,602]",601.975,602,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4977,"(602.075,602.1]",602.075,602.1,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4978,"(602.175,602.2]",602.175,602.2,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
4979,"(602.275,602.3]",602.275,602.3,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4980,"(602.375,602.4]",602.375,602.4,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
4981,"(602.4,602.425]",602.4,602.425,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
4982,"(602.475,602.5]",602.475,602.5,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4983,"(602.575,602.6]",602.575,602.6,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4984,"(602.675,602.7]",602.675,602.7,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4985,"(602.775,602.8]",602.775,602.8,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4986,"(602.875,602.9]",602.875,602.9,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
