n_bin,bin,bin_from,bin_to,bin_size,variable,cwd_avg,variable_metric,metric
236,"(-1144.53,-1144.5]",-1144.53,-1144.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
237,"(-1144.42,-1144.4]",-1144.42,-1144.4,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
238,"(-1144.33,-1144.3]",-1144.33,-1144.3,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
239,"(-1144.22,-1144.2]",-1144.22,-1144.2,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
240,"(-1144.2,-1144.17]",-1144.2,-1144.17,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
241,"(-1144.03,-1144]",-1144.03,-1144,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
242,"(-1143.92,-1143.9]",-1143.92,-1143.9,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
243,"(-1143.83,-1143.8]",-1143.83,-1143.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
244,"(-1143.7,-1143.67]",-1143.7,-1143.67,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
245,"(-1143.62,-1143.6]",-1143.62,-1143.6,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
246,"(-1143.53,-1143.5]",-1143.53,-1143.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
247,"(-1143.42,-1143.4]",-1143.42,-1143.4,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
248,"(-1143.33,-1143.3]",-1143.33,-1143.3,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
249,"(-1143.12,-1143.1]",-1143.12,-1143.1,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
250,"(-1142.7,-1142.67]",-1142.7,-1142.67,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
251,"(-1142.53,-1142.5]",-1142.53,-1142.5,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
252,"(-1142.42,-1142.4]",-1142.42,-1142.4,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
253,"(-1142.33,-1142.3]",-1142.33,-1142.3,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
254,"(-1142.2,-1142.17]",-1142.2,-1142.17,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
255,"(-1142.12,-1142.1]",-1142.12,-1142.1,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
256,"(-1142.03,-1142]",-1142.03,-1142,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
257,"(-1141.92,-1141.9]",-1141.92,-1141.9,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
258,"(-1141.83,-1141.8]",-1141.83,-1141.8,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
259,"(-1141.62,-1141.6]",-1141.62,-1141.6,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
260,"(-1141.42,-1141.4]",-1141.42,-1141.4,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
261,"(-1141.33,-1141.3]",-1141.33,-1141.3,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
262,"(-1141.2,-1141.17]",-1141.2,-1141.17,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
263,"(-1141.12,-1141.1]",-1141.12,-1141.1,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
264,"(-1141.03,-1141]",-1141.03,-1141,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
265,"(-1140.92,-1140.9]",-1140.92,-1140.9,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
266,"(-1140.83,-1140.8]",-1140.83,-1140.8,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
267,"(-1140.7,-1140.67]",-1140.7,-1140.67,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
268,"(-1140.53,-1140.5]",-1140.53,-1140.5,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
269,"(-1140.42,-1140.4]",-1140.42,-1140.4,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
270,"(-1140.33,-1140.3]",-1140.33,-1140.3,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
271,"(-1140.22,-1140.2]",-1140.22,-1140.2,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
272,"(-1140.12,-1140.1]",-1140.12,-1140.1,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
273,"(-1140.03,-1140]",-1140.03,-1140,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
274,"(-1139.92,-1139.9]",-1139.92,-1139.9,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
275,"(-1139.83,-1139.8]",-1139.83,-1139.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
276,"(-1139.72,-1139.7]",-1139.72,-1139.7,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
277,"(-1139.7,-1139.67]",-1139.7,-1139.67,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
278,"(-1139.53,-1139.5]",-1139.53,-1139.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
279,"(-1139.42,-1139.4]",-1139.42,-1139.4,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
280,"(-1139.33,-1139.3]",-1139.33,-1139.3,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
281,"(-1139.12,-1139.1]",-1139.12,-1139.1,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
282,"(-1138.92,-1138.9]",-1138.92,-1138.9,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
283,"(-1138.7,-1138.67]",-1138.7,-1138.67,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
284,"(-1138.62,-1138.6]",-1138.62,-1138.6,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
285,"(-1138.53,-1138.5]",-1138.53,-1138.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
286,"(-1138.42,-1138.4]",-1138.42,-1138.4,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
287,"(-1138.33,-1138.3]",-1138.33,-1138.3,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
288,"(-1138.12,-1138.1]",-1138.12,-1138.1,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
289,"(-1138.03,-1138]",-1138.03,-1138,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
290,"(-1137.92,-1137.9]",-1137.92,-1137.9,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
291,"(-1137.83,-1137.8]",-1137.83,-1137.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
292,"(-1137.7,-1137.67]",-1137.7,-1137.67,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
293,"(-1137.62,-1137.6]",-1137.62,-1137.6,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
294,"(-1137.53,-1137.5]",-1137.53,-1137.5,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
295,"(-1137.42,-1137.4]",-1137.42,-1137.4,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
296,"(-1137.33,-1137.3]",-1137.33,-1137.3,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
297,"(-1137.22,-1137.2]",-1137.22,-1137.2,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
298,"(-1137.2,-1137.17]",-1137.2,-1137.17,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
299,"(-1137.03,-1137]",-1137.03,-1137,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
300,"(-1136.92,-1136.9]",-1136.92,-1136.9,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
301,"(-1136.9,-1136.88]",-1136.9,-1136.88,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
302,"(-1136.83,-1136.8]",-1136.83,-1136.8,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
303,"(-1136.7,-1136.67]",-1136.7,-1136.67,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
304,"(-1136.53,-1136.5]",-1136.53,-1136.5,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
305,"(-1136.42,-1136.4]",-1136.42,-1136.4,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
306,"(-1136.33,-1136.3]",-1136.33,-1136.3,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
307,"(-1136.22,-1136.2]",-1136.22,-1136.2,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
308,"(-1136.2,-1136.17]",-1136.2,-1136.17,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
309,"(-1136.12,-1136.1]",-1136.12,-1136.1,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
310,"(-1136.03,-1136]",-1136.03,-1136,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
311,"(-1135.92,-1135.9]",-1135.92,-1135.9,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
312,"(-1135.83,-1135.8]",-1135.83,-1135.8,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
313,"(-1135.72,-1135.7]",-1135.72,-1135.7,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
314,"(-1135.62,-1135.6]",-1135.62,-1135.6,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
315,"(-1135.53,-1135.5]",-1135.53,-1135.5,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
316,"(-1135.42,-1135.4]",-1135.42,-1135.4,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
317,"(-1135.33,-1135.3]",-1135.33,-1135.3,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
318,"(-1135.03,-1135]",-1135.03,-1135,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
319,"(-1134.92,-1134.9]",-1134.92,-1134.9,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
320,"(-1134.72,-1134.7]",-1134.72,-1134.7,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
321,"(-1134.62,-1134.6]",-1134.62,-1134.6,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
322,"(-1134.53,-1134.5]",-1134.53,-1134.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
323,"(-1134.42,-1134.4]",-1134.42,-1134.4,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
324,"(-1134.2,-1134.17]",-1134.2,-1134.17,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
325,"(-1134.12,-1134.1]",-1134.12,-1134.1,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
326,"(-1133.83,-1133.8]",-1133.83,-1133.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
327,"(-1133.53,-1133.5]",-1133.53,-1133.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
328,"(-1133.42,-1133.4]",-1133.42,-1133.4,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
329,"(-1133.22,-1133.2]",-1133.22,-1133.2,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
330,"(-1133.2,-1133.17]",-1133.2,-1133.17,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
331,"(-1133.12,-1133.1]",-1133.12,-1133.1,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
332,"(-1133.03,-1133]",-1133.03,-1133,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
333,"(-1132.92,-1132.9]",-1132.92,-1132.9,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
334,"(-1132.72,-1132.7]",-1132.72,-1132.7,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
335,"(-1132.53,-1132.5]",-1132.53,-1132.5,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
336,"(-1132.42,-1132.4]",-1132.42,-1132.4,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
337,"(-1132.33,-1132.3]",-1132.33,-1132.3,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
338,"(-1132.03,-1132]",-1132.03,-1132,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
339,"(-1131.92,-1131.9]",-1131.92,-1131.9,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
340,"(-1131.9,-1131.88]",-1131.9,-1131.88,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
341,"(-1131.62,-1131.6]",-1131.62,-1131.6,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
342,"(-1131.2,-1131.17]",-1131.2,-1131.17,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
343,"(-1131.12,-1131.1]",-1131.12,-1131.1,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
344,"(-1130.92,-1130.9]",-1130.92,-1130.9,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
345,"(-1130.83,-1130.8]",-1130.83,-1130.8,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
346,"(-1130.7,-1130.67]",-1130.7,-1130.67,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
347,"(-1130.62,-1130.6]",-1130.62,-1130.6,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
348,"(-1130.53,-1130.5]",-1130.53,-1130.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
349,"(-1130.33,-1130.3]",-1130.33,-1130.3,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
350,"(-1130.03,-1130]",-1130.03,-1130,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
351,"(-1129.92,-1129.9]",-1129.92,-1129.9,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
352,"(-1129.83,-1129.8]",-1129.83,-1129.8,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
353,"(-1129.72,-1129.7]",-1129.72,-1129.7,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
354,"(-1129.62,-1129.6]",-1129.62,-1129.6,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
355,"(-1129.2,-1129.17]",-1129.2,-1129.17,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
356,"(-1129.03,-1129]",-1129.03,-1129,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
357,"(-1128.92,-1128.9]",-1128.92,-1128.9,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
358,"(-1128.83,-1128.8]",-1128.83,-1128.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
359,"(-1128.72,-1128.7]",-1128.72,-1128.7,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
360,"(-1128.62,-1128.6]",-1128.62,-1128.6,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
361,"(-1128.53,-1128.5]",-1128.53,-1128.5,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
362,"(-1128.42,-1128.4]",-1128.42,-1128.4,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
363,"(-1128.12,-1128.1]",-1128.12,-1128.1,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
364,"(-1128.03,-1128]",-1128.03,-1128,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
365,"(-1127.92,-1127.9]",-1127.92,-1127.9,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
366,"(-1127.83,-1127.8]",-1127.83,-1127.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
367,"(-1127.42,-1127.4]",-1127.42,-1127.4,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
368,"(-1127.03,-1127]",-1127.03,-1127,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
369,"(-1126.92,-1126.9]",-1126.92,-1126.9,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
370,"(-1126.72,-1126.7]",-1126.72,-1126.7,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
371,"(-1126.7,-1126.67]",-1126.7,-1126.67,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
372,"(-1126.62,-1126.6]",-1126.62,-1126.6,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
373,"(-1126.33,-1126.3]",-1126.33,-1126.3,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
374,"(-1125.62,-1125.6]",-1125.62,-1125.6,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
375,"(-1125.2,-1125.17]",-1125.2,-1125.17,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
376,"(-1124.7,-1124.67]",-1124.7,-1124.67,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
377,"(-1124.2,-1124.17]",-1124.2,-1124.17,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
378,"(-1123.92,-1123.9]",-1123.92,-1123.9,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
379,"(-1123.62,-1123.6]",-1123.62,-1123.6,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
380,"(-1123.42,-1123.4]",-1123.42,-1123.4,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
381,"(-1123.33,-1123.3]",-1123.33,-1123.3,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
382,"(-1123.22,-1123.2]",-1123.22,-1123.2,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
383,"(-1121.83,-1121.8]",-1121.83,-1121.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
384,"(-1120.72,-1120.7]",-1120.72,-1120.7,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
385,"(-1120.53,-1120.5]",-1120.53,-1120.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
386,"(-1120.03,-1120]",-1120.03,-1120,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
387,"(-1119.2,-1119.17]",-1119.2,-1119.17,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
388,"(-1118.92,-1118.9]",-1118.92,-1118.9,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
389,"(-1118.62,-1118.6]",-1118.62,-1118.6,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
390,"(-1116.83,-1116.8]",-1116.83,-1116.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
391,"(-1116.53,-1116.5]",-1116.53,-1116.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
392,"(-1114.22,-1114.2]",-1114.22,-1114.2,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
393,"(-1113.53,-1113.5]",-1113.53,-1113.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
394,"(-1112.83,-1112.8]",-1112.83,-1112.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
395,"(-1111.92,-1111.9]",-1111.92,-1111.9,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
396,"(-1111.53,-1111.5]",-1111.53,-1111.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
397,"(-1111.33,-1111.3]",-1111.33,-1111.3,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
398,"(-1110.22,-1110.2]",-1110.22,-1110.2,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
399,"(-1109.72,-1109.7]",-1109.72,-1109.7,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
400,"(-1108.83,-1108.8]",-1108.83,-1108.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
401,"(-1107.83,-1107.8]",-1107.83,-1107.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
402,"(-1107.22,-1107.2]",-1107.22,-1107.2,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
403,"(-1106.62,-1106.6]",-1106.62,-1106.6,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
404,"(-1106.53,-1106.5]",-1106.53,-1106.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
405,"(-1105.83,-1105.8]",-1105.83,-1105.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
406,"(-1105.53,-1105.5]",-1105.53,-1105.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
407,"(-1104.72,-1104.7]",-1104.72,-1104.7,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
408,"(-1104.7,-1104.67]",-1104.7,-1104.67,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
409,"(-1103.72,-1103.7]",-1103.72,-1103.7,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
410,"(-1102.33,-1102.3]",-1102.33,-1102.3,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
411,"(-1102.22,-1102.2]",-1102.22,-1102.2,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
412,"(-1102.2,-1102.17]",-1102.2,-1102.17,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
413,"(-1102.12,-1102.1]",-1102.12,-1102.1,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
414,"(-1101.53,-1101.5]",-1101.53,-1101.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
415,"(-1101.03,-1101]",-1101.03,-1101,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
416,"(-1100.53,-1100.5]",-1100.53,-1100.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
417,"(-1099.92,-1099.9]",-1099.92,-1099.9,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
418,"(-1099.9,-1099.88]",-1099.9,-1099.88,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
419,"(-1099.62,-1099.6]",-1099.62,-1099.6,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
420,"(-1099.4,-1099.38]",-1099.4,-1099.38,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
421,"(-1099.33,-1099.3]",-1099.33,-1099.3,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
422,"(-1099.22,-1099.2]",-1099.22,-1099.2,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
423,"(-1098.53,-1098.5]",-1098.53,-1098.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
424,"(-1097.53,-1097.5]",-1097.53,-1097.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
425,"(-1097.12,-1097.1]",-1097.12,-1097.1,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
426,"(-1097.03,-1097]",-1097.03,-1097,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
427,"(-1096.92,-1096.9]",-1096.92,-1096.9,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
428,"(-1096.03,-1096]",-1096.03,-1096,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
429,"(-1095.92,-1095.9]",-1095.92,-1095.9,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
430,"(-1095.83,-1095.8]",-1095.83,-1095.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
431,"(-1095.7,-1095.67]",-1095.7,-1095.67,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
432,"(-1094.83,-1094.8]",-1094.83,-1094.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
433,"(-1094.53,-1094.5]",-1094.53,-1094.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
434,"(-1094.33,-1094.3]",-1094.33,-1094.3,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
435,"(-1094.12,-1094.1]",-1094.12,-1094.1,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
436,"(-1093.72,-1093.7]",-1093.72,-1093.7,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
437,"(-1093.53,-1093.5]",-1093.53,-1093.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
438,"(-1093,-1092.97]",-1093,-1092.97,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
439,"(-1092.9,-1092.88]",-1092.9,-1092.88,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
440,"(-1092.83,-1092.8]",-1092.83,-1092.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
441,"(-1092.62,-1092.6]",-1092.62,-1092.6,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
442,"(-1092.42,-1092.4]",-1092.42,-1092.4,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
443,"(-1092.22,-1092.2]",-1092.22,-1092.2,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
444,"(-1092.2,-1092.17]",-1092.2,-1092.17,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
445,"(-1091.03,-1091]",-1091.03,-1091,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
446,"(-1090.53,-1090.5]",-1090.53,-1090.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
447,"(-1090.22,-1090.2]",-1090.22,-1090.2,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
448,"(-1089.83,-1089.8]",-1089.83,-1089.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
449,"(-1089.7,-1089.67]",-1089.7,-1089.67,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
450,"(-1089.42,-1089.4]",-1089.42,-1089.4,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
451,"(-1088.72,-1088.7]",-1088.72,-1088.7,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
452,"(-1088.12,-1088.1]",-1088.12,-1088.1,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
453,"(-1087.83,-1087.8]",-1087.83,-1087.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
454,"(-1087.53,-1087.5]",-1087.53,-1087.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
455,"(-1087.2,-1087.17]",-1087.2,-1087.17,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
456,"(-1087.12,-1087.1]",-1087.12,-1087.1,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
457,"(-1087.03,-1087]",-1087.03,-1087,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
458,"(-1086.83,-1086.8]",-1086.83,-1086.8,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
459,"(-1086.62,-1086.6]",-1086.62,-1086.6,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
460,"(-1086.53,-1086.5]",-1086.53,-1086.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
461,"(-1086.5,-1086.47]",-1086.5,-1086.47,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
462,"(-1086.42,-1086.4]",-1086.42,-1086.4,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
463,"(-1086.22,-1086.2]",-1086.22,-1086.2,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
464,"(-1086.03,-1086]",-1086.03,-1086,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
465,"(-1085.92,-1085.9]",-1085.92,-1085.9,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
466,"(-1085.53,-1085.5]",-1085.53,-1085.5,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
467,"(-1085.33,-1085.3]",-1085.33,-1085.3,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
468,"(-1085.2,-1085.17]",-1085.2,-1085.17,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
469,"(-1085.12,-1085.1]",-1085.12,-1085.1,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
470,"(-1084.83,-1084.8]",-1084.83,-1084.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
471,"(-1084.53,-1084.5]",-1084.53,-1084.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
472,"(-1083.83,-1083.8]",-1083.83,-1083.8,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
473,"(-1083.72,-1083.7]",-1083.72,-1083.7,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
